ticker,date,priceInCAD,priceInUSD
BCH,2017-10-09,421.98635693000000,337.03500000000000
BCH,2017-10-10,399.91988558000000,319.66100000000000
BCH,2017-10-11,390.03728826000000,313.43200000000000
BCH,2017-10-12,386.93296609000000,310.36300000000000
BCH,2017-10-13,398.91636375000000,319.96500000000000
BCH,2017-10-14,397.56372313000000,318.86600000000000
BCH,2017-10-15,391.88227964000000,313.92900000000000
BCH,2017-10-16,408.99378728000000,326.32700000000000
BCH,2017-10-17,452.17675818000000,361.62800000000000
BCH,2017-10-18,411.50894158000000,330.01900000000000
BCH,2017-10-19,407.50384274000000,325.76800000000000
BCH,2017-10-20,407.57402925000000,322.76700000000000
BCH,2017-10-21,435.96455578000000,345.28400000000000
BCH,2017-10-22,414.61578964000000,328.48400000000000
BCH,2017-10-23,414.83636101000000,328.51300000000000
BCH,2017-10-24,419.78128235000000,330.95000000000000
BCH,2017-10-25,423.89004809000000,331.40100000000000
BCH,2017-10-26,447.69293267000000,347.86100000000000
BCH,2017-10-27,491.56443028000000,383.68400000000000
BCH,2017-10-28,556.10593137000000,434.06100000000000
BCH,2017-10-29,556.24867431000000,433.73400000000000
BCH,2017-10-30,580.94890602000000,452.38900000000000
BCH,2017-10-31,586.24820022000000,454.38200000000000
BCH,2017-11-01,691.93009578000000,539.13200000000000
BCH,2017-11-02,835.80798611000000,652.53300000000000
BCH,2017-11-03,773.98502175000000,606.40500000000000
BCH,2017-11-04,789.98194383000000,619.03000000000000
BCH,2017-11-05,820.25980470000000,642.25800000000000
BCH,2017-11-06,784.31572722000000,616.92100000000000
BCH,2017-11-07,811.81565920000000,635.96000000000000
BCH,2017-11-08,810.73809344000000,636.81200000000000
BCH,2017-11-09,968.17475468000000,763.85500000000000
BCH,2017-11-10,1168.60855218000000,921.53200000000000
BCH,2017-11-11,2858.25512310000000,2253.94000000000000
BCH,2017-11-12,1619.25703800000000,1275.96000000000000
BCH,2017-11-13,1577.89690155000000,1238.35000000000000
BCH,2017-11-14,1654.24185732000000,1298.41000000000000
BCH,2017-11-15,1399.22563275000000,1095.75000000000000
BCH,2017-11-16,1511.11123020000000,1186.90000000000000
BCH,2017-11-17,1605.72238050000000,1257.27000000000000
BCH,2017-11-18,1528.20110926000000,1197.07000000000000
BCH,2017-11-19,1542.52375368000000,1206.12000000000000
BCH,2017-11-20,1511.31621150000000,1179.90000000000000
BCH,2017-11-21,1520.86027500000000,1191.08000000000000
BCH,2017-11-22,1951.94000832000000,1536.98000000000000
BCH,2017-11-23,2093.44446922000000,1645.54000000000000
BCH,2017-11-24,2045.14783680000000,1608.63000000000000
BCH,2017-11-25,2056.59358500000000,1617.90000000000000
BCH,2017-11-26,2146.42116096000000,1688.16000000000000
BCH,2017-11-27,2063.35490296000000,1617.46000000000000
BCH,2017-11-28,2037.74335110000000,1589.46000000000000
BCH,2017-11-29,1765.69809850000000,1372.45000000000000
BCH,2017-11-30,1692.94403263000000,1314.47000000000000
BCH,2017-12-01,1873.72533960000000,1476.63000000000000
BCH,2017-12-02,2008.82725200000000,1583.10000000000000
BCH,2017-12-03,2006.78825600000000,1578.16000000000000
BCH,2017-12-04,1967.33127825000000,1553.33000000000000
BCH,2017-12-05,1876.68811328000000,1478.21000000000000
BCH,2017-12-06,1754.67694584000000,1370.32000000000000
BCH,2017-12-07,1971.78358730000000,1533.71000000000000
BCH,2017-12-08,1912.01842260000000,1488.12000000000000
BCH,2017-12-09,1635.90374202000000,1273.06000000000000
BCH,2017-12-10,1811.31728750000000,1409.75000000000000
BCH,2017-12-11,1881.49391728000000,1464.16000000000000
BCH,2017-12-12,1993.51033860000000,1550.67000000000000
BCH,2017-12-13,2501.31491876000000,1951.67000000000000
BCH,2017-12-14,2261.12240142000000,1768.71000000000000
BCH,2017-12-15,2298.87219542000000,1786.66000000000000
BCH,2017-12-16,2342.65316400000000,1820.88000000000000
BCH,2017-12-17,2380.31405750000000,1851.70000000000000
BCH,2017-12-18,3075.29315190000000,2391.01000000000000
BCH,2017-12-19,4417.67601258000000,3431.21000000000000
BCH,2017-12-20,4570.61069062000000,3563.39000000000000
BCH,2017-12-21,2816.17233920000000,2210.08000000000000
BCH,2017-12-22,3714.76087850000000,2918.23000000000000
BCH,2017-12-23,3781.75105296000000,2971.68000000000000
BCH,2017-12-24,3628.30014196000000,2851.48000000000000
BCH,2017-12-25,3880.25892396000000,3051.54000000000000
BCH,2017-12-26,3851.08272864000000,3037.28000000000000
BCH,2017-12-27,3357.47404912000000,2659.12000000000000
BCH,2017-12-28,3182.65743540000000,2533.62000000000000
BCH,2017-12-29,3248.09155200000000,2582.77000000000000
BCH,2017-12-30,3064.76693592000000,2436.52000000000000
BCH,2017-12-31,3178.79957215000000,2521.55000000000000
BCH,2018-01-01,3068.72036704000000,2448.02000000000000
BCH,2018-01-02,3621.94374360000000,2893.80000000000000
BCH,2018-01-03,3079.06884360000000,2456.73000000000000
BCH,2018-01-04,2969.65474036000000,2378.62000000000000
BCH,2018-01-05,3166.48352925000000,2550.89000000000000
BCH,2018-01-06,3680.08749969000000,2964.53000000000000
BCH,2018-01-07,3125.51681750000000,2520.07000000000000
BCH,2018-01-08,2982.32495664000000,2402.52000000000000
BCH,2018-01-09,3072.15127995000000,2465.15000000000000
BCH,2018-01-10,3198.85578648000000,2549.08000000000000
BCH,2018-01-11,3205.44027912000000,2558.48000000000000
BCH,2018-01-12,3326.07864820000000,2669.48000000000000
BCH,2018-01-13,3285.04948758000000,2636.58000000000000
BCH,2018-01-14,3178.68329610000000,2553.59000000000000
BCH,2018-01-15,2836.08126480000000,2282.70000000000000
BCH,2018-01-16,2225.22912560000000,1789.28000000000000
BCH,2018-01-17,2225.22912560000000,1789.28000000000000
BCH,2018-01-18,2204.37026244000000,1775.49000000000000
BCH,2018-01-19,2372.07122670000000,1898.31000000000000
BCH,2018-01-20,2260.20972030000000,1808.79000000000000
BCH,2018-01-21,2223.18091820000000,1780.76000000000000
BCH,2018-01-22,1939.82730168000000,1557.52000000000000
BCH,2018-01-23,2023.88839250000000,1631.05000000000000
BCH,2018-01-24,2066.46065948000000,1678.81000000000000
BCH,2018-01-25,2023.73800145000000,1637.95000000000000
BCH,2018-01-26,1990.24509390000000,1615.78000000000000
BCH,2018-01-27,2114.76320685000000,1716.87000000000000
BCH,2018-01-28,2063.55483411000000,1673.21000000000000
BCH,2018-01-29,2003.53622000000000,1621.64000000000000
BCH,2018-01-30,1858.23790425000000,1508.25000000000000
BCH,2018-01-31,1805.06625024000000,1466.88000000000000
BCH,2018-02-01,1425.94734870000000,1161.02000000000000
BCH,2018-02-02,1402.78555482000000,1128.66000000000000
BCH,2018-02-03,1582.71122520000000,1274.14000000000000
BCH,2018-02-04,1348.20193196000000,1085.89000000000000
BCH,2018-02-05,976.84952960000000,777.83500000000000
BCH,2018-02-06,1149.30638314000000,918.75200000000000
BCH,2018-02-07,1259.58890765000000,1002.59000000000000
BCH,2018-02-08,1603.94692815000000,1273.65000000000000
BCH,2018-02-09,1721.82612845000000,1368.55000000000000
BCH,2018-02-10,1523.50047169000000,1210.81000000000000
BCH,2018-02-11,1586.43037209000000,1262.99000000000000
BCH,2018-02-12,1557.54960240000000,1238.48000000000000
BCH,2018-02-13,1605.17724576000000,1276.82000000000000
BCH,2018-02-14,1702.36317915000000,1362.91000000000000
BCH,2018-02-15,1841.08603200000000,1477.36000000000000
BCH,2018-02-16,1951.65121280000000,1554.10000000000000
BCH,2018-02-17,1901.55284825000000,1514.15000000000000
BCH,2018-02-18,1919.82985800000000,1530.80000000000000
BCH,2018-02-19,1952.70402656000000,1552.94000000000000
BCH,2018-02-20,1771.58816484000000,1398.93000000000000
BCH,2018-02-21,1676.45854350000000,1320.54000000000000
BCH,2018-02-22,1543.12881441000000,1214.69000000000000
BCH,2018-02-23,1569.31158464000000,1242.11000000000000
BCH,2018-02-24,1523.37844000000000,1205.92000000000000
BCH,2018-02-25,1459.80148920000000,1155.72000000000000
BCH,2018-02-26,1597.39527450000000,1259.13000000000000
BCH,2018-02-27,1596.78821536000000,1250.21000000000000
BCH,2018-02-28,1581.13272400000000,1231.22000000000000
BCH,2018-03-01,1642.53436760000000,1279.99000000000000
BCH,2018-03-02,1651.03823115000000,1280.95000000000000
BCH,2018-03-03,1582.11297952000000,1227.83000000000000
BCH,2018-03-04,1657.31961181000000,1284.97000000000000
BCH,2018-03-05,1617.01166088000000,1245.86000000000000
BCH,2018-03-06,1488.35379711000000,1151.27000000000000
BCH,2018-03-07,1416.46106069000000,1099.27000000000000
BCH,2018-03-08,1265.22543708000000,981.09000000000000
BCH,2018-03-09,1364.70149970000000,1065.30000000000000
BCH,2018-03-10,1293.78262706000000,1009.94000000000000
BCH,2018-03-11,1442.51858520000000,1126.51000000000000
BCH,2018-03-12,1389.88957248000000,1081.68000000000000
BCH,2018-03-13,1349.27002436000000,1042.28000000000000
BCH,2018-03-14,1136.97510025000000,877.99000000000000
BCH,2018-03-15,1205.43895095000000,922.87000000000000
BCH,2018-03-16,1271.07477625000000,970.17500000000000
BCH,2018-03-17,1199.38860885000000,915.45900000000000
BCH,2018-03-18,1224.90349053000000,933.70300000000000
BCH,2018-03-19,1286.75822768000000,983.52100000000000
BCH,2018-03-20,1387.42417896000000,1065.84000000000000
BCH,2018-03-21,1353.78292154000000,1049.86000000000000
BCH,2018-03-22,1249.86923964000000,967.86000000000000
BCH,2018-03-23,1309.52964020000000,1014.10000000000000
BCH,2018-03-24,1268.37153918000000,983.41900000000000
BCH,2018-03-25,1253.77232878000000,974.28200000000000
BCH,2018-03-26,1183.48339837000000,922.20300000000000
BCH,2018-03-27,1142.66073821000000,887.18100000000000
BCH,2018-03-28,1041.38131842000000,806.22300000000000
BCH,2018-03-29,971.95658395000000,754.12700000000000
BCH,2018-03-30,911.64248052000000,706.55500000000000
BCH,2018-03-31,884.77706175000000,685.70200000000000
BCH,2018-04-01,854.18534955000000,662.49300000000000
BCH,2018-04-02,892.95551304000000,692.92100000000000
BCH,2018-04-03,888.81458204000000,695.35500000000000
BCH,2018-04-04,821.29984906000000,643.09400000000000
BCH,2018-04-05,791.43335544000000,620.00700000000000
BCH,2018-04-06,811.10376907000000,634.20200000000000
BCH,2018-04-07,828.31062430000000,647.57300000000000
BCH,2018-04-08,855.22435370000000,669.62400000000000
BCH,2018-04-09,808.16082050000000,637.08100000000000
BCH,2018-04-10,820.08691398000000,650.73300000000000
BCH,2018-04-11,848.48830070000000,673.85800000000000
BCH,2018-04-12,930.84035751000000,739.59100000000000
BCH,2018-04-13,938.45593460000000,743.83400000000000
BCH,2018-04-14,954.65926702000000,756.67700000000000
BCH,2018-04-15,953.95144451000000,756.30300000000000
BCH,2018-04-16,958.50600005000000,762.28900000000000
BCH,2018-04-17,974.06822492000000,774.88300000000000
BCH,2018-04-18,1122.38309426000000,889.27200000000000
BCH,2018-04-19,1231.08871681000000,971.78300000000000
BCH,2018-04-20,1446.94740144000000,1132.96000000000000
BCH,2018-04-21,1460.21687565000000,1143.35000000000000
BCH,2018-04-22,1757.38492290000000,1377.79000000000000
BCH,2018-04-23,1958.56770420000000,1525.35000000000000
BCH,2018-04-24,1727.83044950000000,1345.06000000000000
BCH,2018-04-25,1715.49703104000000,1336.29000000000000
BCH,2018-04-26,1789.41242805000000,1390.35000000000000
BCH,2018-04-27,1766.79777750000000,1375.85000000000000
BCH,2018-04-28,1858.83280800000000,1447.52000000000000
BCH,2018-04-29,1802.28475709000000,1403.23000000000000
BCH,2018-04-30,1654.88458880000000,1290.62000000000000
BCH,2018-05-01,1722.28427904000000,1342.38000000000000
BCH,2018-05-02,1893.01455840000000,1473.60000000000000
BCH,2018-05-03,1907.49511550000000,1484.90000000000000
BCH,2018-05-04,2064.22958520000000,1605.30000000000000
BCH,2018-05-05,2194.45381250000000,1706.75000000000000
BCH,2018-05-06,2119.54949824000000,1648.88000000000000
BCH,2018-05-07,2132.62020286000000,1651.82000000000000
BCH,2018-05-08,1956.09226996000000,1510.37000000000000
BCH,2018-05-09,2098.46946478000000,1636.43000000000000
BCH,2018-05-10,1931.31972720000000,1512.90000000000000
BCH,2018-05-11,1662.27776148000000,1297.74000000000000
BCH,2018-05-12,1850.53192842000000,1444.71000000000000
BCH,2018-05-13,1789.24421592000000,1399.44000000000000
BCH,2018-05-14,1843.03518135000000,1437.81000000000000
BCH,2018-05-15,1621.65255495000000,1261.01000000000000
BCH,2018-05-16,1676.04771845000000,1312.73000000000000
BCH,2018-05-17,1541.36304824000000,1201.94000000000000
BCH,2018-05-18,1526.52093628000000,1183.97000000000000
BCH,2018-05-19,1591.81421608000000,1234.42000000000000
BCH,2018-05-20,1638.48211900000000,1273.00000000000000
BCH,2018-05-21,1540.76854734000000,1205.38000000000000
BCH,2018-05-22,1419.54071812000000,1104.67000000000000
BCH,2018-05-23,1327.43869650000000,1033.71000000000000
BCH,2018-05-24,1372.99198760000000,1064.24000000000000
BCH,2018-05-25,1310.75241003000000,1010.59000000000000
BCH,2018-05-26,1285.21025425000000,990.89700000000000
BCH,2018-05-27,1216.76788450000000,937.58000000000000
BCH,2018-05-28,1161.11269800000000,894.28900000000000
BCH,2018-05-29,1321.81429988000000,1014.70000000000000
BCH,2018-05-30,1309.84396754000000,1017.94000000000000
BCH,2018-05-31,1301.74156430000000,1004.58000000000000
BCH,2018-06-01,1296.87287251000000,1000.09000000000000
BCH,2018-06-02,1412.47999917000000,1089.33000000000000
BCH,2018-06-03,1459.61053244000000,1128.06000000000000
BCH,2018-06-04,1400.18290025000000,1082.48000000000000
BCH,2018-06-05,1475.13834314000000,1140.13000000000000
BCH,2018-06-06,1486.10384972000000,1148.36000000000000
BCH,2018-06-07,1462.05131134000000,1126.30000000000000
BCH,2018-06-08,1468.73181142000000,1135.55000000000000
BCH,2018-06-09,1352.66119123000000,1045.81000000000000
BCH,2018-06-10,1228.91883377000000,947.82700000000000
BCH,2018-06-11,1235.79236179000000,951.26600000000000
BCH,2018-06-12,1136.74179575000000,872.82900000000000
BCH,2018-06-13,1125.56263275000000,867.47900000000000
BCH,2018-06-14,1149.56976050000000,875.72500000000000
BCH,2018-06-15,1131.73282624000000,857.01600000000000
BCH,2018-06-16,1134.86649235000000,859.38900000000000
BCH,2018-06-17,1107.05624647000000,839.95900000000000
BCH,2018-06-18,1168.38447073000000,883.53000000000000
BCH,2018-06-19,1157.77930107000000,871.52300000000000
BCH,2018-06-20,1189.55623591000000,893.25800000000000
BCH,2018-06-21,1130.57594561000000,850.34800000000000
BCH,2018-06-22,986.24269782000000,742.83800000000000
BCH,2018-06-23,900.65586830000000,678.37400000000000
BCH,2018-06-24,999.73550318000000,752.17300000000000
BCH,2018-06-25,1001.02233313000000,752.97000000000000
BCH,2018-06-26,937.47311706000000,703.98700000000000
BCH,2018-06-27,941.99439757000000,706.52500000000000
BCH,2018-06-28,876.75648365000000,662.87700000000000
BCH,2018-06-29,989.06968030000000,752.23200000000000
BCH,2018-06-30,972.13751751000000,739.29600000000000
BCH,2018-07-01,955.83279228000000,725.78200000000000
BCH,2018-07-02,1063.90183648000000,806.17800000000000
BCH,2018-07-03,995.61674281000000,757.96900000000000
BCH,2018-07-04,1002.13874201000000,761.88600000000000
BCH,2018-07-05,953.94774023000000,725.81400000000000
BCH,2018-07-06,956.07055205000000,730.41400000000000
BCH,2018-07-07,1010.39044676000000,771.90900000000000
BCH,2018-07-08,979.85532460000000,749.07000000000000
BCH,2018-07-09,950.14107426000000,724.01700000000000
BCH,2018-07-10,906.07186689000000,689.53700000000000
BCH,2018-07-11,908.04892020000000,687.97600000000000
BCH,2018-07-12,918.97232941000000,697.99900000000000
BCH,2018-07-13,914.37442442000000,695.01600000000000
BCH,2018-07-14,929.97103739000000,706.40600000000000
BCH,2018-07-15,953.37312405000000,725.65900000000000
BCH,2018-07-16,1032.70542282000000,786.81000000000000
BCH,2018-07-17,1154.05571249000000,872.66000000000000
BCH,2018-07-18,1079.84136604000000,819.57800000000000
BCH,2018-07-19,1046.25546281000000,789.31500000000000
BCH,2018-07-20,1019.98816412000000,775.59900000000000
BCH,2018-07-21,1033.60599684000000,785.95400000000000
BCH,2018-07-22,1077.40647030000000,820.55600000000000
BCH,2018-07-23,1098.70136035000000,833.26500000000000
BCH,2018-07-24,1117.16597604000000,849.51200000000000
BCH,2018-07-25,1095.32008364000000,839.73700000000000
BCH,2018-07-26,1045.06367366000000,799.55000000000000
BCH,2018-07-27,1073.90435200000000,821.39400000000000
BCH,2018-07-28,1074.22700902000000,821.55700000000000
BCH,2018-07-29,1068.88635636000000,818.04509780000000
BCH,2018-07-30,1049.76191699000000,804.42389190000000
BCH,2018-07-31,989.12207318000000,759.53394881000000
BCH,2018-08-01,994.43893212000000,763.74102645000000
BCH,2018-08-02,959.08975854000000,736.70431217000000
BCH,2018-08-03,923.74058476000000,709.66759773000000
BCH,2018-08-04,888.39141097000000,682.63088329000000
BCH,2018-08-05,853.04223739000000,655.59416901000000
BCH,2018-08-06,817.69306361000000,628.55745457000000
BCH,2018-08-07,846.42833155000000,648.05339817000000
BCH,2018-08-08,782.34388982000000,601.52074013000000
BCH,2018-08-09,791.71947008000000,605.09581792000000
BCH,2018-08-10,723.52545589000000,550.16888936000000
BCH,2018-08-11,759.68292098000000,577.66303245000000
BCH,2018-08-12,761.39485694000000,578.96566936000000
BCH,2018-08-13,642.62570583000000,490.61239799000000
BCH,2018-08-14,673.92398576000000,515.32380802000000
BCH,2018-08-15,673.57431722000000,513.26595995000000
BCH,2018-08-16,702.86640759000000,534.71996999000000
BCH,2018-08-17,766.48272840000000,586.89560710000000
BCH,2018-08-18,727.69011795000000,557.19211632000000
BCH,2018-08-19,739.92448126000000,566.30629679000000
BCH,2018-08-20,687.62510803000000,527.83758612000000
BCH,2018-08-21,720.33272229000000,552.48416544000000
BCH,2018-08-22,685.64654384000000,525.68646176000000
BCH,2018-08-23,691.28985711000000,528.46341035000000
BCH,2018-08-24,696.98798063000000,534.72921339000000
BCH,2018-08-25,674.27293828000000,517.30223177000000
BCH,2018-08-26,688.53038315000000,528.80162262000000
BCH,2018-08-27,710.65134633000000,547.61193897000000
BCH,2018-08-28,719.47116859000000,556.92657764000000
BCH,2018-08-29,708.46032525000000,548.26964246000000
BCH,2018-08-30,704.08941590000000,541.21923044000000
BCH,2018-08-31,721.10453326000000,552.67640027000000
BCH,2018-09-01,840.91254541000000,644.63528354000000
BCH,2018-09-02,822.32432049000000,629.56479969000000
BCH,2018-09-03,820.76397705000000,626.09099852000000
BCH,2018-09-04,829.67736812000000,628.91175523000000
BCH,2018-09-05,664.50812591000000,503.61631190000000
BCH,2018-09-06,684.76929432000000,521.30042755000000
BCH,2018-09-07,664.93146356000000,504.97889393000000
BCH,2018-09-08,623.06859036000000,473.14897264000000
BCH,2018-09-09,636.27372372000000,482.74088249000000
BCH,2018-09-10,617.80070426000000,470.33583848000000
BCH,2018-09-11,559.52969451000000,428.14848006000000
BCH,2018-09-12,567.47146589000000,436.18199419000000
BCH,2018-09-13,609.83408320000000,469.57632938000000
BCH,2018-09-14,584.34219582000000,448.13202016000000
BCH,2018-09-15,567.24826366000000,435.02268387000000
BCH,2018-09-16,588.97852002000000,452.07244784000000
BCH,2018-09-17,547.31361933000000,420.17594234000000
BCH,2018-09-18,566.08502767000000,437.06042083000000
BCH,2018-09-19,551.24201508000000,426.70612552000000
BCH,2018-09-20,591.98612375000000,458.45511236000000
BCH,2018-09-21,626.98305166000000,485.22203700000000
BCH,2018-09-22,628.05669881000000,486.05293228000000
BCH,2018-09-23,620.74872661000000,479.60893083000000
BCH,2018-09-24,581.37797774000000,448.72568943000000
BCH,2018-09-25,572.82768711000000,442.07922089000000
BCH,2018-09-26,686.16844997000000,525.86364926000000
BCH,2018-09-27,729.14872849000000,559.74906899000000
BCH,2018-09-28,669.13980517000000,518.08810859000000
BCH,2018-09-29,692.23305679000000,535.96828693000000
BCH,2018-09-30,683.02734628000000,532.16289164000000
BCH,2018-10-01,695.85385492000000,542.75808257000000
BCH,2018-10-02,662.22999933000000,516.62453920000000
BCH,2018-10-03,677.23811947000000,525.73741893000000
BCH,2018-10-04,665.60323088000000,515.05079360000000
BCH,2018-10-05,673.12881610000000,519.72958858000000
BCH,2018-10-06,661.12838599000000,510.46393473000000
BCH,2018-10-07,672.56177616000000,518.25458346000000
BCH,2018-10-08,677.48557633000000,522.35018356000000
BCH,2018-10-09,660.49550189000000,510.78060017000000
BCH,2018-10-10,585.27385194000000,448.78868565000000
BCH,2018-10-11,584.04443844000000,448.70407256000000
BCH,2018-10-12,581.14525025000000,445.71514819000000
BCH,2018-10-13,587.81975744000000,450.83422807000000
BCH,2018-10-14,616.06676854000000,472.96032519000000
BCH,2018-10-15,605.90523163000000,466.37440453000000
BCH,2018-10-16,589.94641627000000,455.36086865000000
BCH,2018-10-17,590.48825722000000,452.77633495000000
BCH,2018-10-18,567.19078559000000,434.42222941000000
BCH,2018-10-19,577.90508505000000,440.64402928000000
BCH,2018-10-20,589.80599191000000,449.71829370000000
BCH,2018-10-21,584.61229244000000,446.66819917000000
BCH,2018-10-22,579.67438386000000,442.17785371000000
BCH,2018-10-23,585.13066129000000,447.25390957000000
BCH,2018-10-24,574.81033980000000,441.41817999000000
BCH,2018-10-25,574.98755182000000,438.45756578000000
BCH,2018-10-26,575.77477768000000,438.85540284000000
BCH,2018-10-27,576.18719942000000,439.16975060000000
BCH,2018-10-28,574.76332146000000,438.44438538000000
BCH,2018-10-29,547.71704468000000,417.58820747000000
BCH,2018-10-30,550.76395494000000,419.49608044000000
BCH,2018-10-31,556.34625626000000,423.29009453000000
BCH,2018-11-01,557.48338814000000,426.58625038000000
BCH,2018-11-02,604.38521435000000,460.64190721000000
BCH,2018-11-03,699.09411426000000,534.24362682000000
BCH,2018-11-04,725.02852954000000,553.03430702000000
BCH,2018-11-05,728.78248488000000,555.70953024000000
BCH,2018-11-06,809.33919273000000,616.58629980000000
BCH,2018-11-07,776.29429351000000,592.04872904000000
BCH,2018-11-08,765.58792894000000,580.78635657000000
BCH,2018-11-09,718.72508994000000,543.97069605000000
BCH,2018-11-10,722.87432939000000,547.14336921000000
BCH,2018-11-11,673.13329482000000,509.72935537000000
BCH,2018-11-12,671.36233524000000,507.50515943000000
BCH,2018-11-13,688.90918385000000,520.34655861000000
BCH,2018-11-14,592.04698290000000,447.70710702000000
BCH,2018-11-15,549.19031344000000,417.36861126000000
BCH,2018-11-16,509.79804409000000,387.72423262000000
BCH,2018-11-17,518.92674048000000,394.66611437000000
BCH,2018-11-18,493.56186310000000,374.86356456000000
BCH,2018-11-19,282.98432790000000,214.93160764000000
BCH,2018-11-20,311.25927706000000,234.19681507000000
BCH,2018-11-21,307.28581541000000,232.28723564000000
BCH,2018-11-22,265.47819107000000,201.00822124000000
BCH,2018-11-23,270.26353346000000,204.18544736000000
BCH,2018-11-24,225.63436767000000,170.41227119000000
BCH,2018-11-25,243.50140200000000,184.46950135000000
BCH,2018-11-26,242.24808265000000,182.72476089000000
BCH,2018-11-27,245.87447450000000,184.66725237000000
BCH,2018-11-28,245.61199819000000,185.03308976000000
BCH,2018-11-29,237.67711876000000,178.87877201000000
BCH,2018-11-30,224.30712332000000,168.79551206000000
BCH,2018-12-01,236.36890652000000,177.77444834000000
BCH,2018-12-02,217.84853518000000,165.15688317000000
BCH,2018-12-03,207.13326168000000,157.16941803000000
BCH,2018-12-04,188.15470317000000,141.65161213000000
BCH,2018-12-05,166.61601976000000,124.31090538000000
BCH,2018-12-06,141.68009865000000,105.76456699000000
BCH,2018-12-07,142.34811240000000,106.83987871000000
BCH,2018-12-08,146.49139260000000,109.94963231000000
BCH,2018-12-09,141.72768942000000,106.50291524000000
BCH,2018-12-10,137.87231874000000,102.83722033000000
BCH,2018-12-11,137.47906532000000,102.75758546000000
BCH,2018-12-12,132.60667066000000,99.31581189000000
BCH,2018-12-13,119.36082809000000,89.17173665000000
BCH,2018-12-14,106.90752722000000,79.88009655000000
BCH,2018-12-15,110.62316495000000,82.65637909000000
